"","Country.code","Region.code","Year","VA_Agriculture","VA_Mining","VA_Manufacturing","VA_Utilities","VA_Construction","VA_Trade..restaurants.and.hotels","VA_Transport..storage.and.communication","VA_Finance..insurance..real.estate.and.business.services","VA_Government.services","VA_Community..social.and.personal.services","VA_Summation.of.sector.GDP","EMP_Agriculture","EMP_Mining","EMP_Manufacturing","EMP_Utilities","EMP_Construction","EMP_Trade..restaurants.and.hotels","EMP_Transport..storage.and.communication","EMP_Finance..insurance..real.estate.and.business.services","EMP_Government.services","EMP_Community..social.and.personal.services","EMP_Summation.of.sector.GDP","VAQ_ Agriculture","VAQ_ Mining","VAQ_ Manufacturing","VAQ_ Utilities","VAQ_ Construction","VAQ_ Trade..restaurants.and.hotels","VAQ_ Transport..storage.and.communication","VAQ_ Finance..insurance..real.estate.and.business.services","VAQ_ Government.services","VAQ_ Community..social.and.personal.services","VAQ_ Summation.of.sector.GDP","base.yr.Q"
"363","CHN","ASI",2011,1354606.25436959,587847.049890536,4417336.45556019,371174.050816132,911206.158950174,1500998.70304941,937715.942279865,1227908.36876433,1119526.08450272,312620.9509221,12740940.019105,265940,9247,142771,3535,69888,84165,31223,10792,43240,103400,764200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"364","CHN","ASI",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"365","COL","LAM",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2094,57,421,11,120,180,117,170,NA,541,3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"366","COL","LAM",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097,62,422,11,114,191,136,173,NA,576,3781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"367","COL","LAM",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145,58,425,10,117,201,144,175,NA,576,3852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"368","COL","LAM",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095,59,443,11,142,226,149,190,NA,610,3925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"369","COL","LAM",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,58,459,11,180,253,156,206,NA,604,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"370","COL","LAM",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092,57,473,11,191,259,166,203,NA,626,4079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"371","COL","LAM",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120,61,489,11,194,259,164,215,NA,654,4166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"372","COL","LAM",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174,63,510,12,186,266,159,213,NA,674,4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"373","COL","LAM",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278,61,506,11,175,266,142,211,NA,696,4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"374","COL","LAM",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303,68,520,12,189,293,144,216,NA,696,4440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"375","COL","LAM",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296,69,538,13,177,319,155,232,NA,741,4540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"376","COL","LAM",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306,61,565,13,195,345,164,243,NA,765,4657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"377","COL","LAM",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316,57,594,15,202,372,174,257,NA,790,4777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"378","COL","LAM",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2346,61,618,16,179,398,181,263,NA,837,4899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"379","COL","LAM",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360,62,646,16,174,442,188,280,NA,856,5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"380","COL","LAM",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382,63,671,17,174,477,195,288,NA,896,5163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"381","COL","LAM",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403,58,708,18,199,529,206,296,NA,925,5342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"382","COL","LAM",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2450,56,735,20,237,558,207,304,NA,959,5526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"383","COL","LAM",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473,51,774,21,255,617,217,316,NA,994,5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"384","COL","LAM",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476,57,820,22,271,678,231,326,NA,1035,5916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"385","COL","LAM",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474,52,875,23,272,747,249,345,NA,1101,6138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"386","COL","LAM",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565,52,851,26,274,795,267,382,NA,1131,6341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"387","COL","LAM",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2654,52,827,28,275,845,286,423,NA,1161,6551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"388","COL","LAM",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743,53,803,31,276,897,305,468,NA,1192,6768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"389","COL","LAM",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831,53,779,34,277,953,327,518,NA,1222,6992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"390","COL","LAM",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2944,54,778,39,286,1041,359,589,NA,1290,7382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"391","COL","LAM",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2983,63,882,39,277,1077,375,586,NA,1344,7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"392","COL","LAM",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001,68,919,38,298,1241,374,688,NA,1354,7980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"393","COL","LAM",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3005,74,974,37,355,1323,381,681,NA,1377,8207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"394","COL","LAM",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,79,1008,40,341,1457,427,661,NA,1431,8449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"395","COL","LAM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3003,84,1033,43,419,1553,396,699,NA,1400,8630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"396","COL","LAM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116,90,1073,43,444,1666,413,707,NA,1474,9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"397","COL","LAM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3206,92,1068,37,464,1692,393,747,NA,1484,9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"398","COL","LAM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3264,99,1105,24,449,1681,401,711,NA,1465,9198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"399","COL","LAM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329,101,1093,24,473,1756,379,706,NA,1430,9290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"400","COL","LAM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471,102,1079,37,450,1800,391,622,NA,1593,9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"401","COL","LAM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526,109,1109,27,484,1994,408,606,NA,1635,9897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"402","COL","LAM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3605,124,1228,35,530,2078,401,655,NA,1760,10416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"403","COL","LAM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3672,134,1284,39,548,2205,419,710,NA,1801,10812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"404","COL","LAM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3818,148,1375,43,533,2276,436,745,NA,1961,11335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"405","COL","LAM",1990,29001.034997084,13020.8142926573,38634.6116299896,5082.26032058725,10100.5431096487,30434.6423123667,10397.6391587575,33345.189901523,NA,28289.7399996541,198306.468840744,3528,171,1540,49,582,2555,511,718,NA,1996,11651,136491.518263573,104135.664467769,229314.128801021,64092.8177026343,95840.1245405058,204452.427018763,86694.7232422719,117690.120326226,NA,199744.363345673,1238455.88770844,"VA_Q05"
"406","COL","LAM",1991,25569.7759915985,12871.8262408034,38673.4244889552,4936.94571788058,12055.0876596334,30450.5842987403,13969.9461051408,22757.872290977,NA,21993.2177162,183278.680509929,3522,194,1699,43,617,2987,540,691,NA,2185,12479,115670.090683691,84181.1070512161,188097.506442055,53737.9633248176,78165.5302818815,167049.571732133,72955.7971698815,100478.614228034,NA,164183.227004083,1024519.41911504,"VA_Q05"
"407","COL","LAM",1992,24888.8557249956,11395.9890975944,39274.4968535176,5257.41456890739,14006.2638995378,34812.8137449754,16033.547545778,23427.6035766241,NA,27157.4725479695,196254.462228124,3617,204,1724,48,731,3024,536,509,NA,2299,12691,94671.3915604282,67471.0507113591,163867.579787093,42208.7230607541,69906.2764493111,142843.523380278,64075.7393502613,86746.0729641527,NA,148545.656309661,880336.018241522,"VA_Q05"
"408","COL","LAM",1993,23414.8758826511,10047.7168767639,43575.5168398553,6562.29555885435,18002.8387655409,40906.2823719785,16703.1737871984,25133.0338262428,NA,28566.7579634768,212912.488044276,3660,217,1782,48,870,3185,599,739,NA,2360,13459,79274.6481590433,53117.1495566234,136802.010542864,38419.7567048216,60768.8070041261,125806.103669824,54389.6298726453,77003.2224245446,NA,127171.262973329,752752.583251249,"VA_Q05"
"409","COL","LAM",1994,24550.1724422801,8515.70764468553,36692.0331668951,7600.02872453718,21994.2807824508,38845.6529624919,16565.5831640966,27352.9305036669,NA,32118.6243753348,214235.013766439,4180,212,1737,45,922,3289,605,760,NA,2228,13977,67672.7402606103,46253.6912083632,116043.347767565,35047.5326953619,67581.4330268275,113440.284652982,48524.062836173,70808.6445196914,NA,106895.130827596,672266.86779517,"VA_Q05"
"410","COL","LAM",1995,24919.9432353953,10265.5472382653,38661.2197066027,7886.38108074763,23733.3430568454,40959.8764385641,17546.2524256899,32317.4889953192,NA,36346.0243126253,232636.079240539,3651,233,1912,56,1098,3603,689,871,NA,2531,14642,60296.611620372,45519.1892115818,105200.195690356,30879.3597792342,59149.0188099762,101166.775512957,44392.4175672364,70136.4086454135,NA,100041.266340899,616781.240427541,"VA_Q05"
"411","COL","LAM",1996,23588.7212884277,11416.89172708,39384.3473538015,8955.99324504297,21637.2008878728,41502.4595857051,17531.7245069035,35301.1388147231,NA,44251.3158681745,243569.793277731,4287,223,1828,53,846,3382,710,947,NA,2487,14762,51886.5231774161,42550.8814411756,90393.3685013332,28221.7720190107,44868.8818233294,87342.4944282921,40160.5249515947,66190.3140729368,NA,101267.990828598,552882.751243687,"VA_Q05"
"412","COL","LAM",1997,24499.9411976686,10133.1014804197,39702.5244757099,9554.12897971025,22003.0808258923,41955.8400535889,18732.0729083704,38921.9014835543,NA,49257.321027215,254759.910345967,3691,220,1810,55,890,3727,770,1081,NA,2833,15078,45461.9250340227,38409.266843797,79087.6227352884,24803.761466156,39911.4994814429,77310.5633066706,36996.5597561654,61890.979558225,NA,94492.7744159939,498364.9505116,"VA_Q05"
"413","COL","LAM",1998,26150.3000861369,9417.03503013292,41163.1630891929,9507.62089790379,20339.7059594675,43456.6490958764,20085.4456020837,37075.3577552028,NA,51279.6359641963,258474.913480193,3784,208,1707,50,911,3666,754,1051,NA,2964,15095,40055.6846186137,39102.6662421489,69489.754565367,22230.3621132508,32608.5532182859,67002.7956510853,33396.186516462,51800.926379605,NA,84732.9498953825,440419.877362834,"VA_Q05"
"414","COL","LAM",1999,24982.6807269626,15087.8368386614,39390.5345369564,9355.44270751179,14364.6946924013,40085.8259999496,19211.1806851881,29936.97009902,NA,54114.9062108787,246530.069184733,3779,190,1557,49,788,3774,755,981,NA,3001,14872,36093.2746865569,41761.4419684338,57287.2057070298,19203.3127926273,21459.4268434432,51074.5073784138,29528.9594111992,40124.3852990913,NA,78871.1324259568,375403.646512752,"VA_Q05"
"415","COL","LAM",2000,21949.9228346914,15665.300009216,36820.6153602266,8638.0296790564,11038.3272453904,34125.0330352042,16557.4908680857,23876.3403233096,NA,45942.7599655447,214613.819320725,3894,222,1822,58,800,3992,744,940,NA,3376,15849,28678.1064564799,28666.7006074319,49000.7948269829,14823.8018127821,15779.3584996965,41944.3762159228,22938.4297521891,29337.5508269917,NA,60698.1266840384,291867.245682515,"VA_Q05"
"416","COL","LAM",2001,22868.7509559268,13473.2512416337,38853.634293183,10293.5542136,12196.748301562,35521.8277632342,18354.1409390861,26301.6409427163,NA,47352.2963841846,225215.845035127,3858,213,1747,57,759,4697,759,945,NA,3016,16052,28023.4377568264,25250.17731791,48420.7135256364,14686.4766289087,15984.8833372562,41448.0139578473,22748.2802304101,29021.626549682,NA,59012.4023629901,284596.011667467,"VA_Q05"
"417","COL","LAM",2002,24341.9412435705,13838.8897169104,40139.6593979575,10676.7809535554,14088.4071488271,35920.0164722267,19409.8910706384,27591.0126617951,NA,48753.8406456224,234760.439311104,3649,219,1802,47,1012,4766,798,994,NA,3170,16456,28073.0430292402,23763.6204667917,47387.3246166209,14189.846478625,17205.0431091693,40308.7249476207,22398.2704070982,29055.9714794729,NA,57523.0958112541,279904.940345893,"VA_Q05"
"418","COL","LAM",2003,25250.6900963899,16854.9441762306,43164.2864033646,12369.8659062331,15239.6926076611,36840.2035907917,20648.725944449,30450.7181178765,NA,49728.8201730781,250547.947016075,3905,213,1886,39,967,4942,849,1055,NA,3201,17056,27630.7092925316,23072.159896741,47457.8944667502,14162.116096031,17790.0312317774,39918.1984819665,22350.8070253192,30361.0978159945,NA,56012.8278261275,278755.842133239,"VA_Q05"
"419","COL","LAM",2004,25957.796421959,18865.7004019619,47293.789439425,13392.0351935034,17986.1184391691,39732.5830392717,22240.0966592215,33728.2409779014,NA,52814.3656858991,272010.726258312,3640,297,2117,60,1016,5210,957,1135,NA,3308,17739,27251.0484472532,21896.7931537436,49063.6149645596,14032.7973263985,18868.8988818266,40942.6745880836,23026.922705938,31473.8777380632,NA,55846.5245976357,282403.152403502,"VA_Q05"
"420","COL","LAM",2005,27657.9641351743,22492.4217638727,50605.0546652252,14427.3135341896,19907.5456302303,42451.5386198964,24506.8569918008,37774.3494450079,NA,57054.6153113817,296877.660096779,4139,526,2180,59,1100,4980,1009,1223,NA,3299,18514,27657.9641351743,22492.4217638727,50605.0546652252,14427.3135341896,19907.5456302303,42451.5386198964,24506.8569918008,33438.5923066173,NA,57054.6153113817,292541.902958388,"VA_Q05"
"421","COL","LAM",2006,28989.8301792915,25995.373207926,56100.94625874,15256.3480695221,23814.1369140581,46703.2737636738,27230.0739591329,40701.8907790541,NA,60610.0651981558,325401.938329554,4138,573,2195,62,1235,5175,1094,1236,NA,3476,19184,27587.9730971488,22448.1722956132,52662.4482364836,14726.1651057563,21753.9094978001,44626.638364011,26449.6692484448,34680.2182974556,NA,58014.5273233181,302949.721466032,"VA_Q05"
"422","COL","LAM",2007,30729.4955851459,25758.4594095393,62404.3292343072,16364.1623983859,27705.214914249,52044.6658103244,30723.4870805017,44706.4941096662,NA,65649.9231595975,356086.231701717,4141,307,2224,54,1313,5558,1236,1547,NA,3608,19988,27993.623137169,22248.4912799057,55129.0315276629,14968.186486058,23014.5756220368,47185.7883880756,28654.5586480272,36173.2779019031,NA,59500.2186562936,314867.751647132,"VA_Q05"
"423","COL","LAM",2008,31239.8556531783,35893.0437146122,63197.1172865003,16787.4894745905,31633.1495524645,52888.0786444886,30180.3313654628,47243.8979942139,NA,68163.9927712202,377226.956456731,3799,495,2295,57,1367,5865,1318,1759,NA,3449,20403,26392.3898824585,23087.7734323119,52437.922976631,14235.3437618733,23700.9328367412,46055.1894544808,28359.8070750322,35781.806932148,NA,57770.6091724941,307821.775524171,"VA_Q05"
"424","COL","LAM",2009,31723.3462738303,33609.4160930095,60574.0772232573,16747.4572627754,35644.7959561549,53490.5522539939,30723.976593051,49481.0774306572,NA,72631.5502829255,384626.249369655,4246,315,2280,55,1347,5699,1268,1586,NA,3700,20496,25342.4029224933,24789.131348533,48589.8851667627,14016.823882021,24114.9461193363,44371.6474215852,27032.4460581833,35660.764802759,NA,58270.3056859888,302188.353407663,"VA_Q05"
"425","COL","LAM",2010,31688.2546562203,41982.5803403367,62560.5065906489,17194.1515463649,34077.2746730326,56463.2770527914,30958.0528777933,51331.3054465079,NA,76962.5524383526,403217.955622049,3932,513,2375,59,1415,6069,1364,1820,NA,3569,21114,24964.4994798349,27155.9985749429,48781.4113421663,13846.1272354863,23119.7791974928,45502.2065379448,27689.5731914924,35800.81095423,NA,59579.8175685506,306440.224082141,"VA_Q05"
"426","COL","LAM",2011,33732.3919597053,59922.891008687,67237.5718084405,17797.4213740559,36750.6982974786,59517.5239470699,32919.0758806646,53330.4133708234,NA,79466.5751598578,440674.562806783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24538.0473328356,29938.638228053,48923.7592730889,13553.5466801408,23491.4945792763,46445.9423508051,28441.964512231,36493.4287783133,NA,59206.828598357,311033.650333101,"VA_Q05"
"427","CRI","LAM",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,1,29,2,11,21,9,4,26,13,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"428","CRI","LAM",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,1,31,2,10,21,9,4,25,13,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"429","CRI","LAM",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,1,31,2,11,21,9,4,25,13,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"430","CRI","LAM",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,1,31,2,15,23,10,5,29,15,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"431","CRI","LAM",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,1,34,2,15,22,10,5,30,15,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"432","CRI","LAM",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,1,34,2,16,24,12,6,34,18,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"433","CRI","LAM",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,1,38,3,16,25,13,6,37,19,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"434","CRI","LAM",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,1,38,3,19,24,12,7,35,19,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"435","CRI","LAM",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,1,37,3,16,25,12,7,38,20,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"436","CRI","LAM",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,1,37,3,16,25,12,8,38,24,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"437","CRI","LAM",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,1,39,3,18,32,13,6,38,19,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"438","CRI","LAM",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,1,36,3,21,32,13,7,41,21,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"439","CRI","LAM",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,1,39,2,23,34,13,7,42,21,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"440","CRI","LAM",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,1,41,3,24,35,13,8,43,22,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"441","CRI","LAM",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,1,46,3,20,37,14,8,45,24,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"442","CRI","LAM",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,1,50,4,25,38,14,8,49,25,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"443","CRI","LAM",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1,53,4,25,42,15,9,52,27,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"444","CRI","LAM",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,1,54,4,27,42,16,10,54,28,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"445","CRI","LAM",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,1,59,5,29,44,18,10,56,29,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"446","CRI","LAM",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,1,62,5,30,46,20,11,60,31,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"447","CRI","LAM",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,1,65,5,31,51,20,11,65,33,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"448","CRI","LAM",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,1,68,6,36,53,20,12,70,36,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"449","CRI","LAM",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2,73,6,42,58,21,12,75,38,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"450","CRI","LAM",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2,80,6,42,63,23,13,80,40,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"451","CRI","LAM",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,2,87,6,44,63,24,14,87,43,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"452","CRI","LAM",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2,93,6,48,64,24,15,94,46,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"453","CRI","LAM",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2,96,7,56,70,24,16,97,48,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"454","CRI","LAM",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2,107,7,57,84,25,17,102,51,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"455","CRI","LAM",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2,113,7,59,88,26,18,107,53,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"456","CRI","LAM",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2,113,7,67,92,27,18,112,57,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"457","CRI","LAM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2,115,8,67,92,27,19,118,59,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"458","CRI","LAM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,2,117,8,53,87,26,20,126,62,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"459","CRI","LAM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,2,108,9,38,82,25,21,130,64,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"460","CRI","LAM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,2,116,11,41,92,25,23,137,69,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"461","CRI","LAM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,2,122,10,48,101,24,23,134,68,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"462","CRI","LAM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,1,144,13,54,106,26,31,142,71,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
