"","Area_code","Region","sub_region","Year","Decade","Emploi_nb_EASD","Emploi_share_FAO","Emploi_nb_FAO","Emploi_share_FAO_wage","Emploi_to_pop_FAO2","Emploi_nb_FAO2","Emploi_labforcepart_FAO2","Employees_share_FAO2","Emploi_share_FAO2","Emploi_share_ILOmod","Emploi_nb_ILO","Tot_Emploi_to_pop_ILOmod","Tot_Emploi_to_pop_ILO","Emploi_share_ILO","Emploi_Agripop_WB","Emploi_nb_WB","Emploi_share_WB","Cereals_Area_FAO","Cereals_Prod_FAO","Cereals_Yield_FAO","Crops_GPCPI_FAO","Crops_GPI_FAO","Crops_NPCPI_FAO","Crops_NPI_FAO","GDP_cons_USD_WB","Land_FAO","Pop_Rurals_FAO","Pop_Urbans_FAO","VAW_FAO","VAW_WDI","LogGDP"
"480","ALB","Europe","Southern Europe",2025,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,2158.191,NA,NA,NA
"481","ALB","Europe","Southern Europe",2026,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105,2184.779,NA,NA,NA
"482","ALB","Europe","Southern Europe",2027,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,2210.143,NA,NA,NA
"483","ALB","Europe","Southern Europe",2028,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069,2234.083,NA,NA,NA
"484","ALB","Europe","Southern Europe",2029,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051,2256.339,NA,NA,NA
"485","ALB","Europe","Southern Europe",2030,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,2276.7,NA,NA,NA
"486","ALB","Europe","Southern Europe",2031,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017,2295.08,NA,NA,NA
"487","ALB","Europe","Southern Europe",2032,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,2311.455,NA,NA,NA
"488","ALB","Europe","Southern Europe",2033,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,2325.747,NA,NA,NA
"489","ALB","Europe","Southern Europe",2034,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,2337.892,NA,NA,NA
"490","ALB","Europe","Southern Europe",2035,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,2347.856,NA,NA,NA
"491","ALB","Europe","Southern Europe",2036,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,2355.6,NA,NA,NA
"492","ALB","Europe","Southern Europe",2037,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,2361.137,NA,NA,NA
"493","ALB","Europe","Southern Europe",2038,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,2364.542,NA,NA,NA
"494","ALB","Europe","Southern Europe",2039,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,2366.891,NA,NA,NA
"495","ALB","Europe","Southern Europe",2040,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,2368.265,NA,NA,NA
"496","ALB","Europe","Southern Europe",2041,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,2368.723,NA,NA,NA
"497","ALB","Europe","Southern Europe",2042,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,2368.311,NA,NA,NA
"498","ALB","Europe","Southern Europe",2043,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,2367.128,NA,NA,NA
"499","ALB","Europe","Southern Europe",2044,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,2365.289,NA,NA,NA
"500","ALB","Europe","Southern Europe",2045,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,2362.897,NA,NA,NA
"501","ALB","Europe","Southern Europe",2046,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,2360.014,NA,NA,NA
"502","ALB","Europe","Southern Europe",2047,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,2356.71,NA,NA,NA
"503","ALB","Europe","Southern Europe",2048,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,2353.103,NA,NA,NA
"504","ALB","Europe","Southern Europe",2049,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,2349.324,NA,NA,NA
"505","ALB","Europe","Southern Europe",2050,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,2345.476,NA,NA,NA
"506","AND","Europe","Southern Europe",1950,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.404,NA,NA,NA
"507","AND","Europe","Southern Europe",1951,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.724,NA,NA,NA
"508","AND","Europe","Southern Europe",1952,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.092,NA,NA,NA
"509","AND","Europe","Southern Europe",1953,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.507,NA,NA,NA
"510","AND","Europe","Southern Europe",1954,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.972,NA,NA,NA
"511","AND","Europe","Southern Europe",1955,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.485,NA,NA,NA
"512","AND","Europe","Southern Europe",1956,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.05,NA,NA,NA
"513","AND","Europe","Southern Europe",1957,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.665,NA,NA,NA
"514","AND","Europe","Southern Europe",1958,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.334,NA,NA,NA
"515","AND","Europe","Southern Europe",1959,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.059,NA,NA,NA
"516","AND","Europe","Southern Europe",1960,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.84,NA,NA,NA
"517","AND","Europe","Southern Europe",1961,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8.767,NA,NA,NA
"518","AND","Europe","Southern Europe",1962,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,9.758,NA,NA,NA
"519","AND","Europe","Southern Europe",1963,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,10.81,NA,NA,NA
"520","AND","Europe","Southern Europe",1964,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,11.915,NA,NA,NA
"521","AND","Europe","Southern Europe",1965,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,13.068,NA,NA,NA
"522","AND","Europe","Southern Europe",1966,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,14.262,NA,NA,NA
"523","AND","Europe","Southern Europe",1967,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,15.492,NA,NA,NA
"524","AND","Europe","Southern Europe",1968,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,16.764,NA,NA,NA
"525","AND","Europe","Southern Europe",1969,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,18.085,NA,NA,NA
"526","AND","Europe","Southern Europe",1970,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42137.5189947395,1,5,19.461,NA,NA,10.6486938103221
"527","AND","Europe","Southern Europe",1971,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41883.1412123491,1,5,20.903,NA,NA,10.6426386672422
"528","AND","Europe","Southern Europe",1972,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43051.2231750558,1,4,22.401,NA,NA,10.6701459223455
"529","AND","Europe","Southern Europe",1973,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44201.7280770732,1,4,23.916,NA,NA,10.6965191640679
"530","AND","Europe","Southern Europe",1974,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44648.3822216412,1,4,25.392,NA,NA,10.7065733532102
"531","AND","Europe","Southern Europe",1975,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43158.00760544,1,4,26.792,NA,NA,10.6726232553186
"532","AND","Europe","Southern Europe",1976,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43079.8158044325,1,4,28.089,NA,NA,10.6708098555981
"533","AND","Europe","Southern Europe",1977,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42958.8938568115,1,3,29.302,NA,NA,10.6679989806392
"534","AND","Europe","Southern Europe",1978,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42339.3340715661,1,3,30.499,NA,NA,10.6534718164491
"535","AND","Europe","Southern Europe",1979,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41041.8667765521,1,3,31.775,NA,NA,10.6223479655683
"536","AND","Europe","Southern Europe",1980,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40495.698015877,1,3,33.201,NA,NA,10.6089510256225
"537","AND","Europe","Southern Europe",1981,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38896.6259416659,1,3,34.802,NA,NA,10.5686627891266
"538","AND","Europe","Southern Europe",1982,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37756.4209028065,1,3,36.559,NA,NA,10.5389108303541
"539","AND","Europe","Southern Europe",1983,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36776.5149572427,1,2,38.446,NA,NA,10.5126147399235
"540","AND","Europe","Southern Europe",1984,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35820.9317453704,1,2,40.419,NA,NA,10.4862876871516
"541","AND","Europe","Southern Europe",1985,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35095.9925402225,1,2,42.438,NA,NA,10.4658422302925
"542","AND","Europe","Southern Europe",1986,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34744.3924512446,1,2,44.34,NA,NA,10.4557734696622
"543","AND","Europe","Southern Europe",1987,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35204.9894579815,1,2,46.122,NA,NA,10.4689430975066
"544","AND","Europe","Southern Europe",1988,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35546.6495470777,1,3,47.923,NA,NA,10.4786011845755
"545","AND","Europe","Southern Europe",1989,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35831.6208246802,1,3,49.759,NA,NA,10.4865860458006
"546","AND","Europe","Southern Europe",1990,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35780.5196725988,1,3,51.628,NA,NA,10.4851588810656
"547","AND","Europe","Southern Europe",1991,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35291.7114092924,1,3,53.574,NA,NA,10.4714034110812
"548","AND","Europe","Southern Europe",1992,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34278.6471002551,1,3,55.56,NA,NA,10.4422779057793
"549","AND","Europe","Southern Europe",1993,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32766.0596707401,1,4,57.41,NA,NA,10.3971484924962
"550","AND","Europe","Southern Europe",1994,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32633.8251274783,1,4,58.876,NA,NA,10.3931046100376
"551","AND","Europe","Southern Europe",1995,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32917.6488213571,1,4,59.807,NA,NA,10.401764231261
"552","AND","Europe","Southern Europe",1996,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34175.2600684125,1,4,60.048,NA,NA,10.4392572714655
"553","AND","Europe","Southern Europe",1997,199,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37293.2824132908,1,4,59.719,NA,NA,10.5265684932542
"554","AND","Europe","Southern Europe",1998,199,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38595.7232096964,1,5,59.287,NA,NA,10.5608967516381
"555","AND","Europe","Southern Europe",1999,199,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40035.4824490851,1,5,59.384,NA,NA,10.5975214011169
"556","AND","Europe","Southern Europe",2000,200,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40801.5421300322,1,5,60.425,NA,NA,10.6164751569827
"557","AND","Europe","Southern Europe",2001,200,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41420.8461776969,0.75,5,62.598,NA,NA,10.6315395639465
"558","AND","Europe","Southern Europe",2002,200,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42396.3023980284,0.85,6,65.651,NA,NA,10.6548164298236
"559","AND","Europe","Southern Europe",2003,200,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45519.4923839434,0.86,7,68.991,NA,NA,10.7258959172429
"560","AND","Europe","Southern Europe",2004,200,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47032.8668884706,0.81,7,71.748,NA,NA,10.7586019317984
"561","AND","Europe","Southern Europe",2005,200,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48831.9293599384,0.8,8,73.34,NA,NA,10.7961396680494
"562","AND","Europe","Southern Europe",2006,200,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49708.4004893013,0.78,8,73.557,NA,NA,10.8139292217314
"563","AND","Europe","Southern Europe",2007,200,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48710.6646202996,0.77,9,72.645,NA,NA,10.7936532711399
"564","AND","Europe","Southern Europe",2008,200,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900.9517028654,0.76,9,71.066,NA,NA,10.689691277709
"565","AND","Europe","Southern Europe",2009,200,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41979.8659013974,0.77,9,69.497,NA,NA,10.6449453990245
"566","AND","Europe","Southern Europe",2010,201,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39736.3540626699,0.77,9,68.415,NA,8384.1059602649,10.5900217671227
"567","AND","Europe","Southern Europe",2011,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38205.7710887919,0.77,10,67.945,NA,NA,10.5507418588067
"568","AND","Europe","Southern Europe",2012,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38190.5865853723,0.76,10,67.944,NA,NA,10.5503443397605
"569","AND","Europe","Southern Europe",2013,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39104.301849019,0.81,11,68.258,NA,NA,10.5739877616356
"570","AND","Europe","Southern Europe",2014,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40785.0492283396,0.81,12,68.638,NA,NA,10.6160708527547
"571","AND","Europe","Southern Europe",2015,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41765.9203531235,0.81,12,68.9,NA,NA,10.6398359834161
"572","AND","Europe","Southern Europe",2016,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42958.558392534,0.78,13,69.029,NA,NA,10.6679911716489
"573","AND","Europe","Southern Europe",2017,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43942.9381865109,NA,13,69.096,NA,NA,10.690647211853
"574","AND","Europe","Southern Europe",2018,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,69.125,NA,NA,NA
"575","AND","Europe","Southern Europe",2019,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,69.155,NA,NA,NA
"576","AND","Europe","Southern Europe",2020,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,69.218,NA,NA,NA
"577","AND","Europe","Southern Europe",2021,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,69.314,NA,NA,NA
"578","AND","Europe","Southern Europe",2022,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,69.427,NA,NA,NA
"579","AND","Europe","Southern Europe",2023,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,69.563,NA,NA,NA
"580","AND","Europe","Southern Europe",2024,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,69.723,NA,NA,NA
"581","AND","Europe","Southern Europe",2025,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,69.909,NA,NA,NA
"582","AND","Europe","Southern Europe",2026,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70.124,NA,NA,NA
"583","AND","Europe","Southern Europe",2027,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70.368,NA,NA,NA
"584","AND","Europe","Southern Europe",2028,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70.641,NA,NA,NA
"585","AND","Europe","Southern Europe",2029,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70.942,NA,NA,NA
"586","AND","Europe","Southern Europe",2030,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,71.271,NA,NA,NA
"587","AND","Europe","Southern Europe",2031,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,71.627,NA,NA,NA
"588","AND","Europe","Southern Europe",2032,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,72.009,NA,NA,NA
"589","AND","Europe","Southern Europe",2033,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,72.417,NA,NA,NA
"590","AND","Europe","Southern Europe",2034,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,72.848,NA,NA,NA
"591","AND","Europe","Southern Europe",2035,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,73.3,NA,NA,NA
"592","AND","Europe","Southern Europe",2036,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,73.773,NA,NA,NA
